words,emotion
فرض صرخ جمع زعج ناس حرم للل خلق قترح ترك جمع صرخ وان يصل ناس شرع خترو صله,anger
اول ليه كذب كبر قعد امر وجد قطر غدر صرح رمب,sadness
كثر عيد بـ قرب غنت يا عيد عمر يا امل امن اكن عرف قيم عيد لول,joy
فصم قسم بلل بدن نخب خوف شو عمل يعن,fear
ساء اذا فاز سلسل جءز عدد وضح خدم ارء يسر وضح قدم اده ذكر جمهور هاء وسم,sadness
فوب فشل يصب زوج او زوج خوف فشل كرر جرب زوج اما لسء علق سبق خيب نظر جمع رحه فصل,sadness
انن حره وحا صرخ حجب الل خلع نخل يصح خوف فزع,anger
احا فرح صدر ابتسامتك احي يمكن تكون ابتسامتك صدر فرح وصل توم سعد,joy
ضرب انتقاءيه ولل دخن يدر يلق وين وين,anger
اخر حدث رهب حصل ناس هلع رعب عمل عدد هجم هرد كان دربو شغل صرف ازي عرض هجم,fear
افي جمل صدف الل تجب شخص يشب نعم بسط عفويہ دخل قلب احس,joy
حرم حشم مو زين قصر يشف هالاشياء,anger
حلو شعر كره بادل قابلو بابتسامه صفر,sadness
سلب غبي رهب قمع ولي زمن شعب سفز فجر هالاسلوب,anger
قوم اذا غضب كتب كابيتال لتر,joy
يلد يصر تحز يعي,joy
رغم سوء لذي رسي عند رغم خطء الل نهي زال ابي يحب ضجر يوم ايم,joy
وحد فنز عقل تفش خلق داء بتغريدات وقت عرف حدد مزح فكه,joy
رحل يعش ارض سلم تام رحل وتر غصه رار شوق ومك عجز جمع لءه فقد طبت نعم جنن حزن قلب خلد,sadness
يعن بلد حجم مصر شعب متتكسفش تقل ان بلد زي قطر كدر لعب ومش عرف تسد معا مرت هتقطع قوم دولار قوم كرس,anger
برك الل شيخ عبدالل يا ريت شبب زيك كدا بهج,joy
صعب حسس ان حد يهز جمد نزل لرض وقع ان كلم انت عرف تكد كنت تخف وجه بيه,sadness
ليه دقق يخي حقد انت,anger
احب طفل وضح حار لسف برء يفت روح شي لمح طفل ذعر وسل,joy
اتم ان اعد طفل عجب وضع تنل كبر,sadness
مين قال انه اليوم ابي فرح بعد جحفل حفل صويلح عز,joy
هاي مش لم نكن علي علم هاي بلو نصب شعب شوف وصف رضي بهك شوف وصف,anger
يرب يرب ويك حبب فرح فرح ربي يدم فرح ليل فرح,joy
كلم قلب ودي كبه بسس خوف فهم صكو بلك حتجج عبر,fear
ادي وحد حجم عشن فضل نفخ وحد مش هيفرقع وشك هترجع تني تلم غبء,sadness
اخر ليم دين زيك زي باق شعر ياء,sadness
مين خرع بوس وضع حال شبه وضع جده حنق خرع جول,anger
فيش حجه اسم هدف في حيه احن عيش عشن نمت بس نضح وجع,sadness
اكر زعج اصو خفف سفز درج ودي اقم هبد طلع,anger
جيل بشر فرح دخل فرح نور سرر الي علم كنب قدس حيه نحا ارض لنك سيح,joy
حد يقل بكر حيت ببق عيز اقل يو شود سي ماي ليف بسك بقي عشن مش زيد احز حد,sadness
خبر تخلف ورا ضرءب صاب قيد راه سير تتي ابد عشر سنن جرد زعج,anger
شكل تخف رعب اعذ بلل,fear
جوهر درد نسو,joy
مش ههبطل ليك بعد شيق,sadness
كتر شي قرف كنت خلي يلي ببل نظر ياء,sadness
نتو انس يلي زلو فدو كفر دلهاب ناس تخف ومبتتفرجش هنا,fear
فك بلك عن الل بلك اجت حظر سلت دمع قلب يقل رجو انك تبع حسب,sadness
ناس صبح كلم حلو يخل انس انا اصبح تبن الل يشل يفك اف,sadness
لهم رعب نظم فسد فضح ازد الل اشي سلم مش يخف ارء ناس ومش قفل قنو حجب وقع نشر عمل مصر,anger
حصر وجع سبق فرح طرب,joy
رجع دكتور قالتل حتق دمع جدد,sadness
امل اليوم مهم خبر ضجر سلم قرب امل شيء,sadness
افي ضمن سجن رجعو ضهرو فتر شي سءل انا بغص عدم,sadness
نتو شرك بنت ستن كلب صره تصل,anger
حفل عيد ريض كثر حدث تكد شغل درج ترك يعن واهتموابك فصل نجح ودع تعه حدث,joy
لهم سعد امي ابي سعد نهي لها,joy
صور فرح اول نشف حجه كده,joy
جنه يا حلم شمس زمهرير جنه يا مني وجع دمع موت بسم ابد فرح هنه,joy
اخف بعد خيف وين تلق هلد ثيل,fear
ندب برط شعر فزع احصل اليوم خان شيخ ندب عرب شعر فزع احصل امس سان بطرسبورغ,anger
احب احد سفز باي شي بلذ غير لان عدي طلع حيت سبب سفز عشن,anger
عدي وحد تخق بس الي مو عدي اذا خرت وصر سخر ثقل,sadness
خفف دوم رمض درس نقش وحد قال جزت اطل بقه وظف حسد حسد حسد,anger
حين ناس بسم وعد طيب ماختلف لكن بسم ليه احس سحب قلب كنه ليه,joy
صور لبم الل بجد انا سعد ولل,joy
ان موت رعب جدا ادع انه يخش كذب,fear
عيل لعب بيت وصت علي ومش عرف ذكر قرح ولع ازي عشن طفش,anger
عيد ودك ان اشف ابي وخي يعد معا جمع خير فرح سرر وشف ختي سعد,joy
فار معرفكش كوس شكل شخص رحه تحب سرع تحب تقف جمب صحب ربن فرح وفق,joy
سنه ونت طيب وسن سعد يرب,joy
الل يبل رفز,sadness
ببا عمل يغظ عشن وصل جزء تمن انا لسه مبداتش حتي يرب محن تمت ولل,sadness
يلا دهي شغل,joy
ابق وعي حيا عيش غيبوب صدم قرر,sadness
فرح قلب مثل في رضا الل رحه بال,joy
هه ربن جعل ايم خير سعد علك حبب قلب ارب,joy
نهء كنت رجف خيف وفز ريل وبك فرح نهء رتح بدي برا وثق فوز نتج حله فعل صار,joy
ليه ارد جول اشف تصل وتس ودق ارد,anger
فءه بلغ برد فعل حتي وضع شكل سلم فعل بدي كلم حال تصد كلم تقل تكر امك نقش,anger
شوه فشر حلو يلم حلو سعد بسط شعر رضي,joy
ربن رحم ناس يبق انا يا ضعف كتر سمح ليه انب,sadness
خيف فضل عيش مصر طول عمر,sadness
غبت لهم قتل وين تعل,sadness
ايه ولل شعب سءل ورا هالقرارت ظلم نتج حكم مانقول الا الل يجر شر هلف,anger
طلع هالنتف شي قهر يقل مو حلو مدح,anger
حرم ولل ربن نقم هالاشكال الل اعند رحم,sadness
زعج نفق جمع,anger
امن ابد يرب يمت شوق يرب يمت خوف يرب يمت شيء يحز,sadness
علق يا وطن اسن حرف سين نعد سنح نكل تصر فرح اهم تظر كربلاء قره عين امن سلم,sadness
اشد شعر فقد وجع تتي اوق سعد تجد يشر فرح شكل يزد سعد شعر عمق فرح رحل نهد,sadness
اعل ودف ايه جمل دا فرح اول مره,joy
ودع توت اخر لعب كبر حزن رغم فرق واضع,sadness
حين افهم الل يبن نقم ناس خذلو صح خذلو كنو سبب بسم يوم,anger
حرم ثقف حدد ضحا ريء كان يجب يقف برط حدد برء قتل عتب اخر,sadness
عيد سعد احب جمع عتز ورد جده مكه,joy
وين كهرباء شرع سوء سمح عدن تمت,anger
نمت ليه يا بسم وسب,sadness
فلب توه صحي نوم رتع مثل قمت صرخ اشل قرب شي هه,joy
غضب كتم متي فجر برك نهض ثور رسعيد غضب,anger
ومر صنع في سعد اذا غفل سعد حقر يتم الن حمل مشاهير يتر ضد شكي عمل سوء خدم,anger
يا ليل انت انا يقل هدء صرخ قلب وجع,sadness
هرد تني احل يوم سنه اول اخر يوم محن و ثان ده اهم عيد يلد,joy
جيت عتب دخل طلع اخف انس عتب غزل عين,fear
يا وسف لعب رعب موب صحب قلب ضعف اسم,fear
سعد في ولو لمن حار وين شري قضي رمض ولو وفر وقت جهد صنف سعر نسب,joy
انا شخص اكر احد يشف ادخ او اشش موب خوف نفس ابي يدر ان شاء الل كسر رقم هالشخص,fear
يهب الل قوه ضعف فرح حزن ترض فيه شيء ضاق صدر فته دنا فيه,joy
سبب تخر ضيع صفق شيلس اري,anger
اضح ضحك هتبق ضحك اتن اتن اتن ضحك عيش ركب وحد كمل صور حله تخد ثني,joy
صبح فرح بهج سعد ضحك صفي امل فءل وحب كل سنه طيب,joy
شكل لحل يخف يمو بدن فجر,anger
فرح قلب مثل في رحل صحب لحد قعد بحر لمه حله ضحك هزر نفق كذب,joy
رسل صله سلم ثقل ناس رضا وابتسامه صبح بسم فرق حرف قهو اقص محا,joy
رجل جزع ومش قدر امش ايد مش قدر احر كور جمل —,sadness
انا شرط سود بتع حدد مش عجب مكن كبرو شوه,sadness
بقل لما كامير بتع وحش قوي قالتل انت شحت بتت خدت موبايل غدر امه,sadness
هه انت تهو علا ولا تغظ شقق,joy
علا وصل هالاجتماع خواتيم سعد نتو بدك قان نخب ونح نطر لسل هه حلم شو زغر,joy
اليوم هرد غفر الل عظم يرب مكس جوع عطش جو حر نار لهم بلغ اذن غرب شعر نفذ صبر,sadness
انا يفل بءس تني وحد ولل,sadness
انس ريض عقل روح علج حرم شكل بول عمر صحح انك ثير شفق,sadness
خلص بدع دعه وحد اصب ذعر,fear
وحد اخا يحب زعج الل نيم مهم شوي لقت نيم زعج زعج بسط هدد انه بكر اول يصح نكد بنم,anger
وجع اكر هالنوعيه همج,sadness
كءب سءل علم تقع عتق وكن خلق لحا فشل سقط باستمرار,sadness
تعب بقي,sadness
زي بنز جوا بيت رمض مكن كمن نحط زين حيط سلم عمر تهج رمض كرم,joy
صيف كفل انه جبل كءب كءب الل ولل مش فهم اي متع يجب حسس خنق محن وحج زفت يعن,sadness
خاف اذا قلت طيب مرت او كثر عرفو ان نفس صرت صفر رفز الف,anger
كسر قلب جبر كسر قتل شي جمل دخل وتد ضيع رفق بـ قلب تحب,sadness
هرد قرر سلم نفس ضغط ضبط نفس ثبت فعل بنء برح اخر ايم هدن طبطب راع خطر,anger
هقد وصل نقط ضجر شخص حقق قسم وقت,sadness
شيء حصل غلب علم ادء وظف متد بسط مو حبابيب دير اتم ان يتق الل,anger
يعن شبك زق ايف فكر شري ايم جيه شكل لسا وصل عند,anger
حرس طفل عجرف حذلق حلم عظم زعم امه حرس وجد شيب رفز,anger
كنت قوي جوه اوض ضلم قفل الل لفف روح هتلاق طفل صغر خيف ذعر صرخ زي الل تاه امه سوق كبر,sadness
ريح شخص يبن طول نظر له ما رحت بعد اخف وضح وش احس,fear
وش صبر حلق فلش جيه الل قطع زلو,anger
قسم بلل حجه تعب عصب يا شيخ,sadness
